,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
10713,32249,26.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,20002.517546223877
10714,2986,26.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.517546223877
10715,21094,,,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,15,20002.517546219286
10716,40212,22.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.517546219286
10717,44608,24.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.517546219286
10718,368,30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,20002.517546219286
10719,17243,26.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.517546219286
10720,26502,22.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,20002.517546219286
10721,22963,29.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,17,20002.517546219286
10722,9697,25.0,3.1,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,44,20002.517546219286
10723,26620,37.0,4.3,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,43,20002.517546219286
10724,14515,,,,,3,Snack,scooter,0.0,No,Metropolitian,27,20002.517546219286
10725,28711,33.0,4.7,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.517546219286
10726,18463,26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.517546219286
10727,41134,32.0,4.5,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.517546219286
10728,7406,22.0,4.9,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.517546214625
10729,8269,25.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.517546214625
10730,36348,28.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.517546214625
10731,26984,,,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,20002.517546214625
10732,18947,38.0,4.7,Fog,Medium,0,Drinks,motorcycle,2.0,No,Urban,43,20002.517546214625
10733,18857,27.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Urban,11,20002.517546214625
10734,20233,28.0,4.5,Stormy,High,0,Meal,motorcycle,1.0,No,,19,20002.517546214625
10735,27676,34.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.517546214625
10736,14579,24.0,4.5,Sandstorms,Medium,0,Snack,motorcycle,0.0,,Urban,10,20002.517546214625
10737,21309,28.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,15,20002.517546214625
10738,19846,24.0,4.9,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.517546214625
10739,42136,32.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.517546214625
10740,28416,27.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,15,20002.51754619879
10741,45305,28.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.51754619879
10742,41667,36.0,4.5,Windy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,41,20002.51754619879
10743,30541,26.0,4.9,Stormy,High,2,Snack,scooter,1.0,No,Urban,25,20002.51754619879
10744,18316,33.0,3.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.51754619879
10745,11805,36.0,4.3,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51754619879
10746,15184,31.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.51754619879
10747,23514,34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,20002.51754619504
10748,28587,32.0,4.7,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,38,20002.51754619504
10749,23095,22.0,4.3,Windy,Low,0,Buffet,motorcycle,,No,Metropolitian,20,20002.51754619504
10750,39576,36.0,4.1,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.51754619504
10751,34263,39.0,4.7,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,25,20002.51754619504
10752,43862,29.0,4.8,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,11,20002.51754619504
10753,13303,31.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51754619504
10754,44956,25.0,4.9,Sunny,High,1,Drinks,scooter,0.0,,Urban,10,20002.51754619504
10755,21642,35.0,3.3,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51754619504
10756,32145,26.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,15,20002.517546193285
10757,18363,39.0,4.6,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,22,20002.517546193285
10758,19980,33.0,4.8,Windy,Low,2,Drinks,electric_scooter,0.0,No,Urban,29,20002.517546193285
10759,790,21.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.517546193285
10760,725,31.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,26,20002.517546193285
10761,32588,38.0,4.9,Sunny,High,1,Drinks,scooter,1.0,No,Urban,18,20002.517546193285
10762,24849,23.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.517546193285
10763,42416,22.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20002.517546193285
10764,35423,27.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.517546193285
10765,13054,31.0,4.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,54,20002.517546193285
10766,24362,32.0,3.9,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,36,20002.517546193285
10767,12867,29.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,20002.517546193285
10768,43159,35.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,25,20002.517546152532
10769,11928,35.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,48,20002.517546152532
10770,15225,33.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.517546152532
10771,30097,34.0,4.3,Fog,Medium,2,Drinks,motorcycle,2.0,No,Urban,40,20002.517546152532
10772,17069,23.0,5.0,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,18,20002.517546152532
10773,27900,30.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.517546152532
10774,43973,25.0,5.0,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.517546152532
10775,34513,25.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.517546152532
10776,34038,39.0,4.7,Cloudy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,39,20002.517546152532
10777,27653,25.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,10,20002.517546152532
10778,5576,23.0,4.9,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,20002.517546152532
10779,17108,37.0,4.1,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,48,20002.517546152532
10780,12053,36.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,21,20002.517546152532
10781,13075,36.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.517546148767
10782,40821,31.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,40,20002.517546148767
10783,39343,27.0,4.4,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,20002.517546148767
10784,32017,33.0,4.2,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,45,20002.517546148767
10785,24466,38.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.517546148767
10786,43376,35.0,4.7,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,21,20002.517546148767
10787,42945,34.0,4.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,15,20002.517546148767
10788,36235,36.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,26,20002.517546148767
10789,44393,20.0,4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,10,20002.517546148767
10790,37610,30.0,4.1,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,35,20002.517546148767
10791,10928,26.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.517546148767
10792,819,35.0,5.0,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.517546148767
10793,6155,21.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.517546148767
10794,24997,37.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,25,20002.517546148767
10795,22107,38.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.517525239917
10796,22310,26.0,4.8,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,20002.517525239917
10797,15731,39.0,4.2,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.517525239917
10798,606,25.0,4.3,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,37,20002.517525239917
10799,1864,32.0,5.0,Sandstorms,High,0,Snack,motorcycle,2.0,No,Metropolitian,32,20002.517525239917
10800,12661,38.0,4.5,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36,20002.517525239917
10801,35470,25.0,4.6,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,35,20002.517525239917
10802,41801,31.0,4.1,Fog,Medium,0,Buffet,motorcycle,,No,Metropolitian,31,20002.517525239917
10803,20230,26.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.517525239917
10804,7265,32.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.517525239917
10805,38097,36.0,4.1,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,,31,20002.517525239917
10806,14330,34.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.517525234878
10807,42738,33.0,4.4,Cloudy,Low,2,Snack,motorcycle,2.0,No,Metropolitian,39,20002.517525234878
10808,33366,38.0,4.1,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,32,20002.517525234878
10809,13241,35.0,4.3,Stormy,Medium,2,Drinks,motorcycle,1.0,No,,33,20002.517525234878
10810,17224,25.0,4.7,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.517525234878
10811,25079,,,,,3,Drinks,scooter,1.0,No,Metropolitian,21,20002.517525234878
10812,10661,30.0,4.7,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.517525234878
10813,35228,22.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.517525234878
10814,22000,34.0,4.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,38,20002.517525234878
10815,33684,23.0,4.9,Stormy,High,1,Buffet,scooter,1.0,No,Urban,15,20002.517525234878
10816,10526,30.0,4.0,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.517525234878
10817,2066,33.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,20002.517525234878
10818,39715,21.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.517525234878
10819,22014,37.0,4.9,Stormy,Low,1,Snack,scooter,0.0,No,Urban,21,20002.517525234878
10820,29615,21.0,4.7,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.517525234878
10821,7103,33.0,3.5,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,40,20002.51752523177
10822,111,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,25,20002.51752523177
10823,23901,32.0,4.9,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.51752523177
10824,14051,35.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,,29,20002.51752523177
10825,33468,25.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.51752523177
10826,38522,,,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,17,20002.51752523177
10827,29939,33.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51752523177
10828,12030,20.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,12,20002.51752523177
10829,20263,22.0,4.5,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,15,20002.51752523177
10830,42825,39.0,4.6,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,24,20002.51752523177
10831,28860,35.0,4.3,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,20002.51752523177
10832,36964,20.0,5.0,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.51752523177
10833,44582,28.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,40,20002.51752523177
10834,14771,23.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,,36,20002.517525206364
10835,20298,35.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.517525206364
10836,23651,34.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,13,20002.517525206364
10837,10822,21.0,5.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.517525206364
10838,18539,,,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.517525206364
10839,18426,22.0,3.9,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,52,20002.517525206364
10840,36852,38.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,20002.517525206364
10841,23035,39.0,4.8,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,20,20002.517525206364
10842,1043,24.0,4.5,Stormy,Low,0,Snack,motorcycle,,No,Metropolitian,18,20002.517525206364
10843,12233,32.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.517525206364
10844,39223,29.0,4.8,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.517525206364
10845,11063,21.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.517525176903
10846,611,33.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,39,20002.517525176903
10847,22113,,,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.517525176903
10848,36060,27.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Urban,27,20002.517525176903
10849,22795,32.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.517525176903
10850,31097,38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,24,20002.517525176903
10851,38105,26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,12,20002.517525176903
10852,9423,20.0,4.8,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.517525176903
10853,25808,39.0,4.9,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.517525176903
10854,18329,23.0,4.8,Windy,High,2,Drinks,scooter,1.0,No,Urban,18,20002.517525176903
10855,34249,35.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,27,20002.517525176903
10856,32349,22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Urban,15,20002.517525040705
10857,41604,30.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,20002.517525040705
10858,3416,21.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.517525040705
10859,3472,38.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17,20002.517525040705
10860,35276,39.0,4.3,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.517525040705
10861,1320,27.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.517525040705
10862,2404,22.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.517525040705
10863,38096,34.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,20002.517525040705
10864,14292,25.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.517525040705
10865,39734,28.0,4.7,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,23,20002.5175250248
10866,33096,35.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.5175250248
10867,36789,30.0,4.2,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,36,20002.5175250248
10868,35350,26.0,4.8,Windy,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.5175250248
10869,35204,33.0,4.3,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,20002.5175250248
10870,44478,28.0,4.8,Cloudy,Jam,2,Buffet,scooter,0.0,No,Urban,35,20002.5175250248
10871,38694,27.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.5175250248
10872,17848,35.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,24,20002.5175250248
10873,43537,34.0,4.6,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.5175250248
10874,27242,26.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.5175250248
10875,42048,21.0,5.0,Stormy,Low,1,Snack,scooter,1.0,No,,15,20002.5175250248
10876,17135,34.0,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.5175250248
10877,35562,35.0,4.8,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26,20002.5175250248
10878,44227,36.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,35,20002.51752499539
10879,20909,32.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,20002.51752499539
10880,9318,27.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51752499539
10881,35311,22.0,4.5,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Urban,11,20002.51752499539
10882,23153,23.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.51752499539
10883,9628,34.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51752499539
10884,41616,28.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.51752499539
10885,31146,22.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51752499539
10886,2446,34.0,5.0,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,15,20002.51752499539
10887,18283,38.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51752499539
10888,40132,21.0,4.8,Windy,High,1,Snack,scooter,0.0,No,Metropolitian,28,20002.51752499539
10889,40463,21.0,4.5,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51752499539
10890,44099,27.0,4.5,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.51752499539
10891,35723,34.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.51752499539
10892,22628,27.0,4.9,Fog,Jam,1,Meal,scooter,0.0,Yes,Urban,42,20002.51752499539
10893,20409,37.0,3.4,Sunny,Low,0,Buffet,motorcycle,1.0,No,,31,20002.51752499539
10894,18367,26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,19,20002.51752499265
10895,10596,33.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,20002.51752499265
10896,5625,25.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12,20002.51752499265
10897,34329,21.0,4.3,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,34,20002.51752499265
10898,43352,,,,,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51752499265
10899,43713,23.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,23,20002.51752499265
10900,17739,37.0,4.6,Stormy,High,1,Meal,scooter,1.0,No,Urban,34,20002.51752499265
10901,35667,37.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51752499265
10902,5291,39.0,4.3,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.51752499265
10903,19697,29.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.51752499265
10904,19596,34.0,5.0,Sandstorms,High,2,Meal,motorcycle,0.0,No,Urban,26,20002.51752499265
10905,15234,35.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.517524950974
10906,16628,26.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,18,20002.517524950974
10907,4529,34.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.517524950974
10908,11220,33.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.517524950974
10909,40589,35.0,4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.517524950974
10910,43616,28.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.517524950974
10911,17734,24.0,4.6,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,14,20002.517524950974
10912,32833,38.0,4.1,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.517524950974
10913,6894,31.0,4.5,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.517524950974
10914,4611,28.0,5.0,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.517524950974
10915,40417,21.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,11,20002.517524950974
10916,2759,27.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,13,20002.517524950974
10917,43586,24.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.517524950974
10918,37485,32.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.517524946194
10919,1703,31.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,52,20002.517524946194
10920,33057,21.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.517524946194
10921,26395,35.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.517524946194
10922,2199,21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.517524946194
10923,19949,37.0,4.2,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.517524946194
10924,2081,27.0,4.6,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,20002.517524946194
10925,27276,31.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,18,20002.517524946194
10926,32178,,,Windy,High,0,Meal,motorcycle,1.0,No,Semi-Urban,49,20002.517524946194
10927,30489,29.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.517524946194
10928,20690,39.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.517524946194
10929,14977,23.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.517524946194
10930,26702,38.0,5.0,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.51752493338
10931,28724,26.0,5.0,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,20002.51752493338
10932,12446,29.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,16,20002.51752493338
10933,5418,,,,,3,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.51752493338
10934,26950,33.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,20002.51752493338
10935,19271,30.0,4.5,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,32,20002.51752493338
10936,43817,29.0,4.7,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,15,20002.51752493338
10937,14914,21.0,4.2,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,39,20002.51752493338
10938,9344,36.0,4.7,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.51752493338
10939,9838,34.0,4.1,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.51752493338
10940,34223,21.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51752493338
10941,43414,38.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,20002.51752475865
10942,36507,35.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,29,20002.51752475865
10943,40109,28.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,16,20002.51752475865
10944,37401,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,23,20002.51752475865
10945,23361,22.0,4.6,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,20002.51752475865
10946,4107,25.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51752475865
10947,40169,28.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.51752475865
10948,40300,,,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51752475865
10949,434,30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51752475865
10950,40034,26.0,5.0,Stormy,Low,2,Meal,motorcycle,,No,Urban,14,20002.51752475865
10951,7250,32.0,5.0,Sunny,Low,2,Meal,electric_scooter,0.0,No,,10,20002.51752475865
10952,14792,23.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51752475865
10953,8847,30.0,4.9,Cloudy,Jam,2,Buffet,scooter,,No,Metropolitian,36,20002.51752475865
10954,1101,21.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.5175247571
10955,45064,24.0,4.6,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,11,20002.5175247571
10956,356,37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,20002.5175247571
10957,11176,39.0,4.9,Cloudy,High,2,Buffet,scooter,1.0,No,Urban,26,20002.5175247571
10958,14570,34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.5175247571
10959,13683,,,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.5175247571
